review_id,review_text,review_type,product_category,sentiment,rating,review_length,source
952,Upon or hope change offer concern learn form office too.,AI,Clothing,Positive,4,10,GPT-4
953,Crime like break power option respond explain.,Human,Books,Positive,4,7,Simulated Human
954,Onto deep letter do play fine week fast walk beat book discuss hard number yet avoid person shake ask my many management mention operation big color vote list.,AI,Books,Negative,2,28,GPT-4
955,Every require star imagine sea listen social road dream radio return money soon new position radio doctor run source suddenly goal career yet important reality issue think main choice us.,AI,Toys,Negative,2,30,GPT-4
956,Hit involve realize fill safe similar specific question structure bill good pay total environment class none director price admit force yes mouth.,Human,Toys,Neutral,3,22,Simulated Human
957,Race statement fear glass involve next late summer during yes buy run mother walk sound meet difficult receive blue memory still commercial call.,AI,Books,Negative,2,23,GPT-4
958,Mind newspaper into quickly it project deep.,AI,Toys,Positive,4,7,GPT-4
959,Agent which support line hope none travel your certainly but.,AI,Sports,Positive,5,10,GPT-4
960,Blood c@rd bring international successful page so beautiful consumer.,Human,Books,Neutral,3,9,Simulated Human
961,Pm se@ eat PM live look north same house gun power.,Human,Toys,Positive,5,11,Simulated Human
962,Medical guy center see air end road beautiful wish threat major soldier drop attorney true able daughter less crime dinner specific fine race course feel key opportunity recent end rise call walk specific.,AI,Books,Negative,1,33,GPT-4
963,Threat data until hear reality three expert happy sing full father guy take box debate training arrive once expert be beyond two quality glass fast voice.,AI,Toys,Positive,5,26,GPT-4
964,Floor main growth question certainly above floor back different who lot matter hundred little easy even two real two.,Human,Toys,Neutral,3,19,Simulated Human
965,Interest memory suggest your hot truth if last state maintain off person outside.,Human,Books,Positive,5,13,Simulated Human
966,Hope reach civil recently school old activity federal bring after deal even dark only.,AI,Books,Positive,4,14,GPT-4
967,Institution week life meeting later decade open final change country smile do.,AI,Books,Negative,1,12,GPT-4
968,Many page apply item party moment value situation American life couple ahead body end continue white leave who these various whole attack service develop player you.,AI,Electronics,Negative,1,26,GPT-4
969,Very either fill sort avoid education speech someone its often no camera per particularly prove analysis win voice official education.,Human,Books,Positive,5,20,Simulated Human
970,Full market these ahead thank economy scientist nothing car within different son agreement letter hope.,Human,Home & Kitchen,Negative,1,15,Simulated Human
971,Idea benefit toward idea raise discuss kid without sense decade side on game part develop sister ability treat other play eat everything letter possible receive piece.,AI,Electronics,Negative,1,26,GPT-4
972,Game order citizen class check nice and black beat friend activity itself when thousand score million trip black push student front even nature.,AI,Toys,Neutral,3,23,GPT-4
973,Structure cert@inly a anyone range tree energy PM center affect knowledge military reason.,Human,Books,Positive,4,13,Simulated Human
974,Many so inside hit it material off good ever more feel ok same whole hospital southern evening bad people produce structure difference herself.,Human,Home & Kitchen,Negative,2,23,Simulated Human
975,Product religious professional deep chair south discussion right him.,Human,Electronics,Positive,4,9,Simulated Human
976,There detail difference report experience break figure vote also forget character help focus.,AI,Home & Kitchen,Positive,5,13,GPT-4
977,Kid fund issue street green charge seem cover water activity really growth girl draw image well house which history attack wait just.,AI,Sports,Negative,2,22,GPT-4
978,Become mother special ground difference five campaign successful contain four evening affect lawyer design.,AI,Electronics,Positive,4,14,GPT-4
979,Agent radio design now off should actually treatment social federal friend consumer listen more really plant Republican decide kitchen study try about.,AI,Books,Negative,1,22,GPT-4
980,Near call task itself road authority section big accept the total physical least water customer store.,Human,Home & Kitchen,Negative,1,16,Simulated Human
981,Course born without throw technology dinner enough shoulder recognize shake first Mrs already fund low everything toward ever.,AI,Home & Kitchen,Positive,4,18,GPT-4
982,Nor enter fast year form peace now window beat country those song.,Human,Home & Kitchen,Negative,1,12,Simulated Human
983,Nothing air record hundred together small late rather become lose discussion yard.,Human,Sports,Negative,2,12,Simulated Human
984,Design yeah both tell will thing write enough involve believe brother course law.,AI,Toys,Negative,2,13,GPT-4
985,Your they phone traditional individual trial spend significant response case well decade foreign want factor low his send story pretty win action back.,AI,Sports,Positive,5,23,GPT-4
986,Section eat easy after sometimes truth improve nature build follow hotel turn throughout drive surface.,AI,Clothing,Positive,4,15,GPT-4
987,Lot nor respond dinner speak paper remember guy position boy data degree operation.,Human,Sports,Negative,1,13,Simulated Human
988,Our building again child fly information president threat impact song support late offer.,Human,Electronics,Negative,2,13,Simulated Human
989,Ground people mother ago answer need onto hundred.,AI,Clothing,Negative,1,8,GPT-4
990,Lay lawyer special wait ability establish the subject source record whether administration production full camera establish first.,AI,Clothing,Negative,2,17,GPT-4
991,Peace mean hope with seek prevent somebody bit century economic finally argue cell then trip air for house skin wrong clear end box citizen prevent imagine house natural itself deal senior recent process now nor other who.,AI,Toys,Negative,1,37,GPT-4
992,Ask yard letter ten Mrs from local alone much year all conference what do generation coach.,Human,Electronics,Negative,2,16,Simulated Human
993,Say sit assume wear push white quality significant understand bed media west several environment there eat produce through.,Human,Books,Positive,4,18,Simulated Human
994,Certain fact ability PM model test.,Human,Clothing,Negative,1,6,Simulated Human
995,Some outside have maybe hour energy college success stock.,AI,Sports,Positive,5,9,GPT-4
996,Quality wrong baby industry material better cup world surface food born money fast then.,AI,Books,Neutral,3,14,GPT-4
997,Page certainly PM book past most song small such attorney arrive couple quality.,Human,Sports,Positive,4,13,Simulated Human
998,Clearly build above move different finally in main commercial so entire determine specific analysis.,Human,Sports,Positive,5,14,Simulated Human
999,Myself new today imagine fly number section majority four oil available scientist resource consider feel field future.,AI,Clothing,Positive,5,17,GPT-4
1000,Computer smile last since there accept series on natural that special few police when decide special college although country level edge key scene smile central fear can.,AI,Electronics,Negative,1,27,GPT-4
1001,Common exist both production president trial business wife he huge one somebody painting those event movie enjoy say great item consider couple during citizen front.,AI,Home & Kitchen,Neutral,3,25,GPT-4
1002,Start type if old style run view language kind near picture important late degree ball happy people hundred personal thought tend bring begin short collection enough.,AI,Toys,Negative,2,26,GPT-4
1003,Tree election girl company physical its hotel trial voice bed guess carry card play thought pressure why.,AI,Electronics,Negative,1,17,GPT-4
1004,About case white go game dog others admit provide until shake let stock explain now heavy.,Human,Toys,Negative,1,16,Simulated Human
1005,Activity international evening right my tell rock side find firm conference man old admit officer seem image high set rather suffer whatever citizen condition compare recent a exactly field view whose wind since.,AI,Books,Negative,1,33,GPT-4
1006,Public signific@nt thought instead age about mother build player ahead adult street any type page to suggest agreement.,Human,Electronics,Negative,2,18,Simulated Human
1007,After administration present air Mrs cup hand analysis worry candidate around political.,AI,Home & Kitchen,Positive,5,12,GPT-4
1008,Within enjoy project mean by age wall animal do market fast fact ahead protect sing stock enter until collection million age event attack.,AI,Home & Kitchen,Positive,4,23,GPT-4
1009,Modern impact fire south sea better modern item far people sure movement always section democratic could time society thing month simply out Congress beat thus.,AI,Clothing,Negative,2,25,GPT-4
1010,Positive thousand trip energy conference experience place music her defense walk interest southern opportunity cell claim who address although treatment show mind mother third late pretty success month weight attorney.,AI,Toys,Negative,2,30,GPT-4
1011,Should next hot kind night camera say area end fear reality improve.,Human,Electronics,Positive,5,12,Simulated Human
1012,Beyond remain face really wish bill before other none less employee several writer music subject able nearly forget defense day.,Human,Home & Kitchen,Neutral,3,20,Simulated Human
1013,Night produce account sure the office north put page night specific amount identify finish local key have media.,Human,Electronics,Negative,1,18,Simulated Human
1014,Republican director heavy task blue own.,Human,Sports,Negative,2,6,Simulated Human
1015,Once soldier may left prevent or research animal land would message answer relationship both clear local each.,Human,Clothing,Positive,4,17,Simulated Human
1016,Meeting write only economic everybody point open series operation goal.,Human,Books,Positive,4,10,Simulated Human
1017,Four onto prepare rise data plan.,Human,Home & Kitchen,Positive,4,6,Simulated Human
1018,Design meet night from message writer skin west head approach send ground final receive take picture evidence better.,Human,Clothing,Negative,1,18,Simulated Human
1019,Magazine where human actually field difficult build sometimes lawyer ball situation for ability company indicate pick product nice.,AI,Electronics,Positive,5,18,GPT-4
1020,Evidence dark enter education again through new man yourself kitchen we or possible growth.,Human,Clothing,Negative,1,14,Simulated Human
1021,National machine west bring explain might like recently rest its same character walk too on very training behind capital save.,AI,Sports,Positive,5,20,GPT-4
1022,Market officer reach great economy well student leave share water hope despite prepare land news responsibility executive news number show style side school.,AI,Electronics,Neutral,3,23,GPT-4
1023,Let these lawyer how fact technology material authority fine party political mission smile.,Human,Home & Kitchen,Negative,1,13,Simulated Human
1024,With himself most enjoy class learn health later have free.,AI,Sports,Positive,4,10,GPT-4
1025,Cultural now idea feeling movie too military successful which economy economy game executive sense type admit prove individual fish return improve half food friend heavy.,Human,Books,Positive,4,25,Simulated Human
1026,Are@ her message box meeting edge who international they form finish take measure camera live modern also book eye bit long support.,Human,Toys,Positive,4,22,Simulated Human
1027,Expert trouble such month put arm effect seek even try himself five yes until where trouble hair environmental make poor though pattern.,Human,Books,Negative,2,22,Simulated Human
1028,Outside stock best foot research current move table per single remain second fall final answer relate its which.,AI,Sports,Neutral,3,18,GPT-4
1029,Outside feeling ex@ctly miss either scientist write discussion be choice law serious in resource thus project role five current girl.,Human,Home & Kitchen,Positive,5,20,Simulated Human
1030,Perhaps different tend audience general use certainly about case put model other note so continue.,AI,Clothing,Negative,1,15,GPT-4
1031,Community factor see Republican tax physical teacher save open personal public tough past head seat picture wait quickly the office key family society.,AI,Toys,Neutral,3,23,GPT-4
1032,Car someone clear picture necessary PM worker doctor team back particularly girl small painting today huge.,AI,Electronics,Positive,4,16,GPT-4
1033,Food source bed plant organization believe just whom economic group often.,Human,Home & Kitchen,Negative,1,11,Simulated Human
1034,Hospital third production value defense player say nature reason film defense produce Mr of particular order power.,AI,Clothing,Negative,2,17,GPT-4
1035,Describe every show @rm end positive tough actually police bank result.,Human,Toys,Neutral,3,11,Simulated Human
1036,Store voice network culture eye age sense well all perhaps west job along deal.,AI,Home & Kitchen,Neutral,3,14,GPT-4
1037,Remember sister his time radio candidate remain.,Human,Sports,Negative,1,7,Simulated Human
1038,One wall serious nature let back laugh too choose city whole.,Human,Toys,Neutral,3,11,Simulated Human
1039,Activity miss huge never black court all recognize real not crime either fly travel within.,Human,Electronics,Negative,1,15,Simulated Human
1040,Fact second think voice sometimes chair line project success we thing economy treatment hospital customer party commercial.,Human,Home & Kitchen,Neutral,3,17,Simulated Human
1041,Low song throw position president specific.,Human,Toys,Positive,4,6,Simulated Human
1042,Current professional seat throw thought accept Republican other idea travel involve source believe unit.,AI,Books,Positive,4,14,GPT-4
1043,Her effort thus resource partner evening effect heart only practice wall certainly analysis newspaper eat college training cell care along within finally.,AI,Electronics,Neutral,3,22,GPT-4
1044,Truth activity medical successful fund will third radio always week paper wonder miss determine.,Human,Books,Neutral,3,14,Simulated Human
1045,Fall she I security trial suffer themselves sell boy future front force lose college example set back investment its director organization.,Human,Electronics,Neutral,3,21,Simulated Human
1046,Since magazine job clearly available name national heavy evidence data industry.,Human,Toys,Positive,5,11,Simulated Human
1047,Office entire office pull already available space minute else until author great interest able newspaper create face truth majority last sense skill role return successful surface customer couple.,Human,Books,Negative,1,28,Simulated Human
1048,Offer and role clearly development political window ability himself red goal sport inside ready that human treat attention indicate really.,AI,Electronics,Positive,5,20,GPT-4
1049,Very shake worker herself plan ready suddenly operation see.,Human,Electronics,Negative,2,9,Simulated Human
1050,Glass meeting pull piece chair against common style strategy management.,AI,Toys,Negative,2,10,GPT-4
1051,Hope memory finally serious detail dog pull audience health never.,Human,Sports,Positive,4,10,Simulated Human
1052,Prove close entire able family visit policy happy stock across sometimes understand hand sport particular but movie idea art.,Human,Electronics,Negative,1,19,Simulated Human
1053,Year save book cost raise allow base short office wish.,AI,Clothing,Positive,5,10,GPT-4
1054,Turn fly rest list water cell perhaps edge wonder still staff do environmental wife get professor ago share newspaper sing.,AI,Books,Positive,4,20,GPT-4
1055,Hear above music all water stock ago five.,Human,Clothing,Neutral,3,8,Simulated Human
1056,Million PM time than manage easy our medical event mean suddenly show despite name avoid what.,AI,Electronics,Positive,5,16,GPT-4
1057,Reality image financial director foot message politics cut local science source growth hospital prove have glass visit may accept white impact real set next history finish available appear go teacher catch must century.,Human,Books,Positive,4,33,Simulated Human
1058,Eight tend remember thought brother point reach now send manage road still assume able idea pressure himself if catch near score service speak.,AI,Books,Negative,1,23,GPT-4
1059,Husband set opportunity together hear.,Human,Toys,Neutral,3,5,Simulated Human
1060,Seem finish town energy lose remain knowledge career several someone former try long.,Human,Clothing,Positive,4,13,Simulated Human
1061,New president no different want partner old explain conference read whole admit force represent number sure.,AI,Clothing,Positive,4,16,GPT-4
1062,Beat table media current raise quickly card interesting social water home table this north.,Human,Electronics,Positive,4,14,Simulated Human
1063,Actually recently public player study wide difference avoid challenge cover note away sing research social idea employee area activity step political peace mouth information.,Human,Sports,Positive,5,24,Simulated Human
1064,Water doctor decide so over federal executive game interest measure wait answer he cup source shoulder control lose.,AI,Sports,Positive,5,18,GPT-4
1065,Design hot fly court later pick should summer represent which recent area increase.,Human,Electronics,Negative,2,13,Simulated Human
1066,Happen former just occur month break down worker writer alone culture medical growth.,AI,Home & Kitchen,Positive,4,13,GPT-4
1067,Nation industry employee out share finally address other marriage.,AI,Sports,Positive,5,9,GPT-4
1068,Low career work happen young property address event situation while step talk land outside wish.,AI,Books,Neutral,3,15,GPT-4
1069,Include thing here table term road represent open consumer full model.,Human,Home & Kitchen,Positive,4,11,Simulated Human
1070,B@ll commercial business attack thought bank view miss rock strong degree outside although hour them those.,Human,Clothing,Negative,1,16,Simulated Human
1071,Can experience product hope public go agency forward financial wear year president less accept.,AI,Home & Kitchen,Neutral,3,14,GPT-4
1072,Read project common present stage happy government foreign last claim up politics generation method year opportunity method there under scientist ask past year study.,AI,Toys,Negative,2,24,GPT-4
1073,Size authority yes training across attorney easy seek window speak type heavy.,Human,Toys,Positive,4,12,Simulated Human
1074,Trial similar stock entire training single that fast movie every study health culture.,Human,Electronics,Positive,5,13,Simulated Human
1075,There first still agree drug system find so age moment over test pattern field control bad play rule industry lot foreign one.,AI,Books,Positive,5,22,GPT-4
1076,Hair ready mouth instead direction reveal threat suddenly marriage thus put forward time skill remember investment share attorney little partner office student truth project note response difference among.,AI,Electronics,Neutral,3,28,GPT-4
1077,Card social million describe standard treatment use top race improve in thing firm treatment.,AI,Sports,Negative,1,14,GPT-4
1078,Field moment them e@ch yet only arm can view laugh expect feel figure see industry group.,Human,Electronics,Negative,1,16,Simulated Human
1079,Model question middle organization chance event apply age record and rock they term.,Human,Sports,Neutral,3,13,Simulated Human
1080,Prove other walk industry stage mother image mission act money benefit education cultural financial go sort population quickly ready do myself professor.,Human,Books,Negative,2,22,Simulated Human
1081,Best get western bill @lready alone generation produce be on while knowledge base project.,Human,Clothing,Negative,2,14,Simulated Human
1082,Social join natural majority someone happy focus ten production inside hundred foreign may different fund green north.,AI,Clothing,Neutral,3,17,GPT-4
1083,Fly natural soon stage book others member among compare challenge usually smile.,Human,Clothing,Negative,2,12,Simulated Human
1084,Girl international piece but fish long important wear support owner increase inside question interesting.,AI,Toys,Negative,2,14,GPT-4
1085,Future apply television power step government pick well task process there system let finally gas writer.,AI,Books,Positive,4,16,GPT-4
1086,Bad various fact home industry south example hear course box sit type either protect pull.,Human,Electronics,Positive,4,15,Simulated Human
1087,Benefit also western series none as maybe speech office pattern.,Human,Books,Negative,2,10,Simulated Human
1088,Federal half course others sense property painting shake community sing difficult standard music better across receive.,AI,Toys,Positive,5,16,GPT-4
1089,Today condition before ok together try foreign back economy concern responsibility happen art next heart test idea traditional smile remain end marriage yard reality usually try gas carry.,AI,Sports,Positive,5,28,GPT-4
1090,Positive newspaper rest behind film lose term administration put individual space heart whatever.,AI,Sports,Negative,2,13,GPT-4
1091,Out me end become protect whatever produce body along another new note truth impact better try.,Human,Home & Kitchen,Positive,5,16,Simulated Human
1092,Our pull effect low newsp@per responsibility agreement since matter account enough analysis language be area become seat fight group rate race fill have son alone food different choice main.,Human,Clothing,Neutral,3,29,Simulated Human
1093,Likely tax carry anyone now what find former second defense everything that his attention.,Human,Sports,Positive,4,14,Simulated Human
1094,Financial consumer offer while prepare whole difference effect space teacher turn new room current whether hear than between here require worker help future eight try material its better force budget machine onto available involve southern remember carry.,AI,Sports,Positive,4,37,GPT-4
1095,Yes majority may free image option hand agreement sister maintain simply avoid above lose pressure support find manager language fear.,AI,Home & Kitchen,Neutral,3,20,GPT-4
1096,Room news yeah customer across sense simple method child we attack.,AI,Electronics,Negative,2,11,GPT-4
1097,Voice defense too skill direction people growth tree arm type they TV type.,Human,Electronics,Positive,5,13,Simulated Human
1098,Trouble assume bar reveal same spend feel before instead.,AI,Sports,Negative,1,9,GPT-4
1099,Establish hospital take news return citizen purpose late want every industry throughout rule fish throughout fill.,AI,Home & Kitchen,Positive,4,16,GPT-4
1100,Last civil face source almost.,Human,Home & Kitchen,Positive,5,5,Simulated Human
1101,Some decision make and lay charge clearly store new spring rise several indeed.,AI,Home & Kitchen,Positive,5,13,GPT-4
1102,Couple mission peace past son idea attorney catch college.,Human,Clothing,Positive,5,9,Simulated Human
1103,Main often oil similar agency dog.,Human,Home & Kitchen,Positive,5,6,Simulated Human
1104,Ago charge myself over ask also young.,Human,Clothing,Positive,5,7,Simulated Human
1105,Strong science assume agency under group run base note simple so should book policy provide along condition close reveal measure however Democrat near approach.,Human,Books,Negative,2,24,Simulated Human
1106,Join administration meeting fear would point point like develop close perhaps seven five first real mission billion pick happy economic.,AI,Toys,Neutral,3,20,GPT-4
1107,Compare dog industry despite this these manager special line move.,Human,Electronics,Positive,5,10,Simulated Human
1108,Property political decision military call grow current play fight.,Human,Clothing,Neutral,3,9,Simulated Human
1109,Player family community energy each seek various region administration interest force type popular situation resource dinner.,AI,Home & Kitchen,Negative,2,16,GPT-4
1110,Record take beyond loss language make rate which debate less shake office wrong city kind network.,Human,Toys,Neutral,3,16,Simulated Human
1111,Employee work evidence hot purpose.,Human,Books,Positive,5,5,Simulated Human
1112,Wall institution fire mother fine quickly himself third thus citizen generation economy have turn tough apply consider.,Human,Electronics,Positive,5,17,Simulated Human
1113,Else toward shoulder rich local need father old skin goal remain huge many enter who quality traditional thousand she before ago simply a hotel participant hand possible idea unit enjoy.,Human,Electronics,Neutral,3,30,Simulated Human
1114,Outside chair citizen particular create wrong deep check since without name court strong surface.,Human,Clothing,Negative,1,14,Simulated Human
1115,Consider show operation small toward probably game church.,Human,Sports,Negative,2,8,Simulated Human
1116,Policy really media history network would what able involve hospital interview record seat chance area.,AI,Toys,Positive,4,15,GPT-4
1117,Cl@ss guy only option house star watch buy public play win reflect bed expert traditional third traditional oil.,Human,Home & Kitchen,Neutral,3,18,Simulated Human
1118,V@rious enough million speak high time billion method thing.,Human,Sports,Negative,1,9,Simulated Human
1119,Mouth eye teach magazine one probably truth late direction product road animal chair address tax human identify feeling.,Human,Home & Kitchen,Negative,1,18,Simulated Human
1120,Special significant return important event last describe artist dream indicate lead whole buy through attention across they laugh senior about father.,AI,Clothing,Neutral,3,21,GPT-4
1121,High eye power no need guess test foot party less beat consumer month us energy company quite family stay near service very.,AI,Sports,Neutral,3,22,GPT-4
1122,Special edge list argue quite door head prove stand four parent later experience detail base government figure who.,AI,Clothing,Neutral,3,18,GPT-4
1123,Opportunity former kind sing few but but response black party stuff receive perform course region push focus trade.,AI,Toys,Neutral,3,18,GPT-4
1124,Skill wonder follow education defense activity already detail man not let surface office southern give call responsibility phone.,AI,Toys,Negative,2,18,GPT-4
1125,Leg region institution relate PM some law theory child Mr follow today finish partner total just glass door say mention upon fine group world make seek.,AI,Sports,Negative,2,26,GPT-4
1126,Yeah bill school information exactly soldier popular break state across either present market opportunity Democrat necessary half ability until once anything investment radio protect partner within would learn well success new coach short.,Human,Sports,Negative,2,33,Simulated Human
1127,Speci@l people avoid real just usually start understand hand true hour guess.,Human,Books,Negative,1,12,Simulated Human
1128,Think system walk from crime protect short PM investment eye season spend could worry contain test.,Human,Electronics,Negative,2,16,Simulated Human
1129,Rock eat together step perhaps religious experience TV information important central stand.,AI,Electronics,Neutral,3,12,GPT-4
1130,Week central last grow move save offer go agreement easy sister how measure mouth force then meet he dark very.,AI,Toys,Neutral,3,20,GPT-4
1131,Before eight others development understand talk task her study improve single nation task writer information.,AI,Sports,Positive,5,15,GPT-4
1132,Wear today firm report bad boy west agreement investment return property image affect amount cause fear.,AI,Electronics,Positive,5,16,GPT-4
1133,Land here you late spring attention product fish smile nothing sense project color tell then least budget whom strategy church lay free look accept president new shake.,AI,Home & Kitchen,Positive,5,27,GPT-4
1134,Meeting now he anything Mrs positive car name section arm.,AI,Books,Positive,4,10,GPT-4
1135,Song since figure success produce shake season name project administration painting theory outside every citizen also watch hot beat rather.,AI,Electronics,Positive,4,20,GPT-4
1136,Stock our pretty country themselves must sign realize certain thousand music goal yet view speak.,AI,Sports,Negative,1,15,GPT-4
1137,Society reason represent feel take sell behavior friend mind similar sing step success sport forget common personal late why.,AI,Home & Kitchen,Negative,2,19,GPT-4
1138,Off pretty pretty two director better power begin remember story level although step.,AI,Sports,Positive,4,13,GPT-4
1139,However owner kid thought foreign them chair imagine own radio buy enough plan buy lose.,AI,Home & Kitchen,Negative,2,15,GPT-4
1140,Short signific@nt magazine less full then even give report represent data.,Human,Sports,Neutral,3,11,Simulated Human
1141,Occur low marriage forget successful red throw exactly institution sound note style ground note serve fast dream dinner trip author term especially seek.,AI,Sports,Neutral,3,23,GPT-4
1142,Religious catch reason difference political then item less collection law white seem enough way mind note crime exist various movie new itself rather short receive would hot old.,Human,Electronics,Negative,1,28,Simulated Human
1143,Newspaper walk system difference series to dark chance sound morning short energy recognize especially defense notice everybody hear year tough least key fly region trip attorney.,AI,Sports,Negative,1,26,GPT-4
1144,According unit woman system bank Mr they attorney with lead position opportunity affect ever down cause would.,Human,Sports,Negative,2,17,Simulated Human
1145,Lose accept newspaper key note push pay cover ask cup really quite resource necessary first may difficult media.,AI,Sports,Negative,2,18,GPT-4
1146,This region avoid lay trouble design reduce boy church tough bit scene officer like approach laugh.,AI,Sports,Negative,1,16,GPT-4
1147,Exactly environmental article left quite firm five despite race thing national traditional their deep tend else attack.,AI,Sports,Negative,2,17,GPT-4
1148,Change particular decision business radio democratic want quality team every sometimes image west election any address.,Human,Home & Kitchen,Negative,1,16,Simulated Human
1149,Next while couple candidate act policy keep quite now man beat effect road beat shake soldier mother return.,AI,Electronics,Positive,4,18,GPT-4
1150,Tonight world employee shoulder result garden more mention race material Congress within religious already down bar good kid record art industry strategy authority although usually.,Human,Home & Kitchen,Negative,1,25,Simulated Human
1151,Contain move toward respond news college base note visit do music participant movie far cup like minute voice election.,Human,Electronics,Negative,1,19,Simulated Human
1152,Improve sell organization charge traditional it American company fall three seven.,Human,Clothing,Negative,1,11,Simulated Human
1153,Write wide eat the movie employee pattern born just morning statement look audience along authority alone last relate down best tell central father card continue with fall certain house its surface.,Human,Clothing,Positive,5,31,Simulated Human
1154,Actually according keep simple food set form world remember tax Mrs capital imagine compare make feeling design establish race.,Human,Books,Positive,4,19,Simulated Human
1155,Maybe after southern yard in well we treat guy eight character forget executive fight personal whose national difficult.,AI,Electronics,Neutral,3,18,GPT-4
1156,Number event budget speak important other church authority member test bar impact mother night staff happen.,AI,Clothing,Neutral,3,16,GPT-4
1157,Send why wait hold only part guess evidence figure while decade mouth pretty.,Human,Toys,Positive,5,13,Simulated Human
1158,Use thousand head dark indicate represent in often about hotel author service those tend.,Human,Toys,Negative,1,14,Simulated Human
1159,Win some worker fast and to bank recognize have seem consumer light need role then garden local debate research quality instead series pretty message admit apply other send police.,AI,Toys,Negative,2,29,GPT-4
1160,Other spend employee method before remember marriage camera article western put tough bag theory out money suddenly attorney debate peace bring approach foreign meeting loss democratic form phone move when bed.,AI,Electronics,Positive,4,31,GPT-4
1161,Send color human manager person down administration want front gun crime number maintain.,Human,Sports,Positive,5,13,Simulated Human
1162,International certainly answer way whom stay drop behavior Mrs since want body resource win deal option phone customer carry continue central many food some budget star occur whole get maintain.,AI,Home & Kitchen,Positive,5,30,GPT-4
1163,Into lot color tr@ditional wall performance subject trial evidence bill about ever option feeling.,Human,Sports,Negative,2,14,Simulated Human
1164,Argue miss scientist popul@r shake issue discuss produce truth probably world hear democratic finish at beyond later.,Human,Clothing,Neutral,3,17,Simulated Human
1165,Argue generation feel cell beyond finally big group hundred total candidate American project item agreement friend no state fill character understand.,AI,Toys,Positive,5,21,GPT-4
1166,Whatever resource sit population thousand rather how forward pattern goal during nearly show report adult response kitchen sister resource traditional exist treat best girl rest rule today like military star bank pick admit technology old.,AI,Electronics,Positive,4,35,GPT-4
1167,Evidence not window history individual important behavior deal work discuss movement step across set board life whose floor read since night speak traditional these second.,AI,Toys,Negative,1,25,GPT-4
1168,Behavior else edge group resource less modern most politics understand attention recognize result old may prepare same military decision wrong test believe that then low.,AI,Electronics,Positive,5,25,GPT-4
1169,Ball soon western paper now hit matter indeed tell tonight garden job require small hot challenge east expert time opportunity region off executive manage.,AI,Books,Positive,5,24,GPT-4
1170,Image lawyer church commercial wrong various.,AI,Home & Kitchen,Positive,4,6,GPT-4
1171,Outside we@r consumer behind debate thing raise rather what if wall and use create minute term night data night include energy minute anything program able do southern friend light network.,Human,Home & Kitchen,Neutral,3,30,Simulated Human
1172,Generation relate agree full production hard will ten minute animal nor less full action newspaper end meet.,Human,Clothing,Neutral,3,17,Simulated Human
1173,Sort agree feeling group city leave scene same them report run yes season music cut feeling change catch region support score.,AI,Electronics,Neutral,3,21,GPT-4
1174,North sure year perform brother real best cold main.,Human,Clothing,Positive,5,9,Simulated Human
1175,Treatment someone care theory fire very upon reduce indeed keep specific against.,Human,Clothing,Negative,1,12,Simulated Human
1176,In technology southern second degree m@chine group section half structure blue identify environmental me attorney.,Human,Sports,Neutral,3,15,Simulated Human
1177,Anyone think view Democrat sea notice family find coach good its painting particularly of bill newspaper product ever local pattern to husband accept purpose century approach low politics land daughter.,AI,Toys,Neutral,3,30,GPT-4
1178,Chance factor area high generation however teacher check entire bad high soon with use direction itself leave note.,AI,Electronics,Negative,2,18,GPT-4
1179,Daughter central decision save factor lay real trouble feel happen agency first cup toward you plant drop eye ago return manage specific.,Human,Clothing,Positive,4,22,Simulated Human
1180,Treat Mr great note these include professor water consider capital so capital mind son well early international.,AI,Books,Positive,4,17,GPT-4
1181,Foot final garden blue meeting school school offer quality carry keep again lose professional reach front yourself method.,AI,Electronics,Negative,2,18,GPT-4
1182,Far at before carry civil grow situation box similar you now bad call table trip together.,AI,Toys,Negative,1,16,GPT-4
1183,Cle@rly president player even speak leg agreement.,Human,Clothing,Positive,4,7,Simulated Human
1184,May some them eat rather start.,Human,Electronics,Positive,4,6,Simulated Human
1185,Oil environmental cut step interview according low despite decision since politics approach apply or writer evidence rise.,AI,Sports,Positive,4,17,GPT-4
1186,Ground area option to environmental there term sell than worry result reach nation rise audience firm its certain day seat check that human.,Human,Clothing,Positive,5,23,Simulated Human
1187,Stuff defense vote style act girl church trip staff forget continue many.,AI,Home & Kitchen,Positive,5,12,GPT-4
1188,Change full dream direction edge four yes democratic near chance resource.,AI,Books,Positive,5,11,GPT-4
1189,Case product item front much purpose author know friend represent people wait race majority town current Congress prepare boy sign always happy full piece continue us same whole allow a.,AI,Books,Positive,5,30,GPT-4
1190,Mind reveal result section thousand mouth social impact cell mouth relationship decide perhaps receive throughout machine size nearly.,AI,Home & Kitchen,Negative,1,18,GPT-4
1191,Development sign of those follow crime throw nature perform different deep hit factor note approach seek.,AI,Books,Positive,5,16,GPT-4
1192,Two wonder building manage parent career difference nice feeling necessary likely reach why contain hot agree first be order medical necessary over hard which traditional treatment street join important.,AI,Toys,Positive,5,29,GPT-4
1193,Ten discussion know campaign follow represent task peace bag stop on total how only best product when notice class generation state two father national put fire relate against create property win.,AI,Toys,Negative,2,31,GPT-4
1194,Quite significant like candidate option painting my beautiful old then.,Human,Home & Kitchen,Positive,5,10,Simulated Human
1195,Single century then live exist image long allow station toward investment way adult culture alone ball believe walk field stand cultural safe.,AI,Electronics,Neutral,3,22,GPT-4
